latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-35.6021,148.4304,322.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,273,2.3,N
-35.60281,148.43471,335.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,274.6,2.3,N
-35.60353,148.43901,322.4,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,274.9,3.7,N
-35.60921,148.47356,345.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,286.1,7.9,N
-35.8672,150.10748,344.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,286.3,2.6,N
-35.86785,150.1118,322.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,285,2.6,N
-35.86654,150.10316,298.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.6,1.6,N
-35.8685,150.11613,295.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.7,0.7,N
-35.61254,148.47269,345.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,284.6,7.9,N
-35.60615,148.43387,305.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,270.3,2.3,N
-35.87054,150.10672,305.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,282.4,2.6,N
-35.87119,150.11105,309.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,282.9,2.6,N
-35.87185,150.11537,301.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.6,0.7,N
-35.61588,148.47182,320.8,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.6,3,N
-35.61161,148.44595,306.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.3,1,N
-35.61233,148.45026,311.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.8,1,N
-35.61517,148.46753,306.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.1,1,N
-35.87454,150.11029,299.2,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.6,1.2,N
-35.87519,150.11461,298.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.2,0.8,N
-35.61637,148.4537,338.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.3,2.6,N
-35.61494,148.44508,310,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,271.2,1,N
-35.61566,148.44939,301.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,272.9,1,N
-35.61708,148.45805,307.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.4,2.6,N
-35.61779,148.4624,303.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,275.2,1,N
-35.6185,148.46669,309.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.4,1,N
-35.6197,148.45287,322,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,274.7,1.6,N
-35.61827,148.44421,308.4,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.2,1.5,N
-35.62041,148.4572,313.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,277.4,1.6,N
-35.62112,148.46153,307.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,275,1,N
-35.62374,148.45633,314.4,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,274,1.6,N
-35.62445,148.46068,309.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,270.2,1,N
-35.62516,148.46497,305.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.1,1,N
-35.62941,148.49081,314.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,282.3,1.4,N
-35.63012,148.49516,308.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.5,1.2,N
-35.62589,148.46217,322.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,274.4,1.5,N
-35.63088,148.49231,323.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,282.7,1.7,N
-35.62517,148.45786,310.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.8,1.9,N
-35.62659,148.46645,300.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,275.6,1.5,N
-35.62992,148.46558,315.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,275.9,1.5,N
-35.63063,148.46986,300.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,277.5,1.1,N
-35.63134,148.47415,317.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.7,1.1,N
-35.63421,148.49146,300.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.3,1.7,N
-35.83973,149.78189,299,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,269.9,1.9,N
-35.84038,149.78618,307.1,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.8,1.1,N
-35.84104,149.79047,304.1,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,275.1,1.1,N
-35.63396,148.46899,321.8,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.7,1.5,N
-35.63254,148.46045,310.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,274.8,1.6,N
-35.63325,148.46472,315.8,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.8,1.6,N
-35.63467,148.4733,316.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,277.2,1.5,N
-35.63538,148.47762,309.2,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.8,1.4,N
-35.6361,148.48193,318.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.7,1.4,N
-35.84372,149.78542,308.6,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,272,1,N
-35.84438,149.78972,312.6,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,274.2,1,N
-35.63871,148.47678,323.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,277.7,1.4,N
-35.64087,148.48978,332.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,282.8,3.8,N
-35.85424,149.83156,325.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,275.9,2.4,N
-35.638,148.47246,308.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,274.2,1.5,N
-35.63942,148.48108,299.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.2,1.4,N
-35.84705,149.78467,301.5,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,268.1,1,N
-35.84771,149.78896,301.1,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,270.7,1,N
-35.84836,149.79324,299.7,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,271.3,1,N
-35.85489,149.83586,310.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.3,2.2,N
-35.8562,149.84447,298.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,277,0.9,N
-35.6442,148.48892,312.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.4,2.2,N
-35.85169,149.79248,304.8,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,271.8,1.2,N
-35.85822,149.83508,299.2,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.4,1.1,N
-35.64753,148.48808,336.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.4,2.2,N
-35.64681,148.48373,301.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.5,2.2,N
-35.65085,148.48721,322.4,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.2,2,N
-35.65014,148.48289,309.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.9,2,N
-35.65418,148.48636,328.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.3,2,N
-35.65347,148.48204,316.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.2,2,N
-35.65609,148.47688,333.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.6,3.6,N
-35.6568,148.4812,354.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,283.3,4.9,N
-35.87812,149.8752,323.2,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.8,2,N
-35.88146,149.87444,322.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,270.8,2,N
-35.65942,148.47606,316.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,271.4,3.6,N
-35.66013,148.48038,298.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,272.7,4.9,N
-35.87948,149.86143,305.8,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.9,1.3,N
-35.88014,149.86577,302.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.2,2.1,N
-35.8808,149.87012,312.2,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.8,2.1,N
-35.66347,148.47955,296,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,271.6,0.7,N
-35.88282,149.86066,303.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.8,2.1,N
-35.88348,149.86501,305.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,282.4,1.4,N
-35.66823,148.48737,332.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.6,2,N
-35.66895,148.49171,305.2,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276,2,N
-35.88681,149.86423,297.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,282.6,1.4,N
-35.67228,148.49088,326.4,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.3,2.1,N
-35.673,148.49522,323.8,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.8,4.1,N
-35.5733,147.90051,304.2,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,268.6,3.9,N
-35.67157,148.48656,298.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.2,2.1,N
-35.57666,147.89969,342.9,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,277.1,3.9,N
-35.67633,148.49442,352.4,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.8,4.1,N
-35.57742,147.90411,310.9,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,282.9,3,N
-35.67705,148.49876,318,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,275,4.1,N
-35.68038,148.49796,327.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,275.6,2.8,N
-35.6811,148.5023,354.2,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.9,8.2,N
-35.68182,148.50665,353.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,286,8.2,N
-35.58079,147.90329,317.4,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,283,1.6,N
-35.67967,148.49361,314.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.3,2.8,N
-35.68515,148.50583,342.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.7,8.2,N
-35.68587,148.51018,324.8,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.4,3.2,N
-35.68658,148.51456,330.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.2,3.2,N
-35.58416,147.9025,308.3,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,283.1,1.6,N
-35.68443,148.50146,306.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.3,8.2,N
-35.58678,147.89726,317.4,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,282.6,2,N
-35.64194,148.22446,304.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,269.3,1.4,N
-35.68848,148.50497,303.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.9,1.5,N
-35.6892,148.50935,304.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.9,1.8,N
-35.69063,148.51807,307,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,277.7,0.7,N
-35.69134,148.52238,298.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.1,0.7,N
-35.59015,147.89645,322.5,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,282.4,2,N
-35.64528,148.2236,322.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,270.9,1.4,N
-35.65034,148.25388,297.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.2,0.7,N
-35.69466,148.52153,298.2,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.8,0.7,N
-35.64863,148.22278,325.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.6,1.6,N
-35.7372,148.7607,332.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,282.8,5.3,N
-35.7379,148.76503,327.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,282.6,1.8,N
-35.59427,147.90005,302,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,282.1,1.3,N
-35.64935,148.22711,295.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,272,1.6,N
-35.65368,148.25307,295.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.1,0.5,N
-35.69869,148.52496,300.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,277.6,1.3,N
-35.6994,148.52922,309.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.2,1.3,N
-35.59689,147.89482,301.1,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,281.8,1,N
-35.59764,147.89925,319.6,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,282.7,1.3,N
-35.65126,148.21765,310.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.6,1.6,N
-35.65197,148.22197,316.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,274.8,1.6,N
-35.70273,148.5284,313,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.9,1.3,N
-35.70342,148.53264,302,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.5,0.8,N
-35.74122,148.76421,295.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.7,1.8,N
-35.70605,148.52753,331.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.9,3.5,N
-35.60025,147.89398,305.2,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,279.6,2,N
-35.60101,147.89842,309,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,281.3,1,N
-35.70675,148.53178,297.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.7,0.9,N
-35.90629,149.78853,301.2,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.6,1.4,N
-35.90694,149.7928,308.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.9,1.4,N
-35.60361,147.89311,329.8,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,279.2,2,N
-35.60437,147.89755,300.8,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,281.1,1,N
-35.71008,148.53091,307.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.9,0.9,N
-35.90962,149.78778,319.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,277.3,1.4,N
-35.91027,149.79205,311.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.8,1.4,N
-35.60773,147.8967,300.7,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,277.6,0.5,N
-35.60848,147.90112,299.3,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,278.9,0.5,N
-35.91295,149.787,300.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,271.4,0.7,N
-35.91361,149.79128,299.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276,0.7,N
-35.61813,147.91667,306.1,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,278.2,1.6,N
-35.61886,147.92096,306.5,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,274.2,1.2,N
-35.62004,147.90727,324,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,276.9,2.7,N
-35.6215,147.91583,324.8,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,274.2,1.6,N
-35.62077,147.91156,298.3,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,277.1,1.6,N
-35.62222,147.92009,310.4,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,272,1.2,N
-35.62486,147.91499,340.2,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,273.2,4.2,N
-35.6234,147.90639,312.1,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,274.1,1.5,N
-35.62413,147.91069,310.8,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,273.2,4.2,N
-35.62559,147.91925,297.4,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,268.8,1.1,N
-35.62749,147.90982,331.9,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,274.3,4.2,N
-35.62822,147.91414,334.2,0.4,0.37,2020-01-05,1500,N,nominal,1.0NRT,271.7,4.2,N
-35.7385,148.57756,323.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.2,1.6,N
-35.73921,148.58188,313.2,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.8,1.6,N
-35.74183,148.57674,327.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.1,2.4,N
-35.74254,148.58105,325.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.4,2.4,N
-35.74113,148.57242,317,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.3,2.1,N
-35.74516,148.57588,325.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.6,2.4,N
-35.74305,148.56293,295.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.4,0.7,N
-35.74375,148.56726,300,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.6,2.1,N
-35.74989,148.58369,330,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.9,1.9,N
-35.74778,148.57071,295.8,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279,0.9,N
-35.74919,148.57936,312.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.3,1.1,N
-35.75251,148.57848,299.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.8,1.1,N
-35.75322,148.58282,308.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.9,1.9,N
-35.75392,148.58716,307.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.6,1.9,N
-35.75454,148.58459,302.5,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.1,1,N
-35.75525,148.58891,312.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.6,1,N
-35.75856,148.58803,299.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.4,1,N
-35.92592,149.61717,296,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,267.4,0.2,N
-35.92794,149.58569,327.3,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.1,1.3,N
-35.92596,149.57283,298.9,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,277.7,2.1,N
-35.92662,149.57713,317.3,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.5,2.1,N
-35.92728,149.58141,309.6,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.7,1.3,N
-35.92995,149.57634,339.9,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.4,2.1,N
-35.92928,149.57205,315.2,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.5,2.1,N
-35.93061,149.58063,298.4,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,275.5,1.3,N
-35.93127,149.58492,298.8,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.1,1.3,N
-35.93193,149.58919,296.4,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,275,1.6,N
-35.93458,149.60625,310.1,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,270,1,N
-35.7997,148.73389,322.2,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,282.2,1.7,N
-35.93327,149.57556,340.4,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.2,1.9,N
-35.79902,148.72963,316.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.4,1.9,N
-35.80039,148.73813,312.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,282,1.7,N
-35.80108,148.74237,295.4,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.4,0.5,N
-35.90062,149.36613,300.1,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,261.7,0.7,N
-35.93261,149.57127,304.3,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.2,1.9,N
-35.93394,149.57985,295.1,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.4,1.1,N
-35.9379,149.60547,316.4,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,274.8,1.1,N
-35.93856,149.60974,295.6,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,272.1,1.1,N
-35.93922,149.61404,297.5,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.9,0.8,N
-35.77078,148.53589,295.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,275.7,0.8,N
-35.80165,148.72455,315.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.7,1.9,N
-35.80234,148.72882,319,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.8,1.9,N
-35.80303,148.73308,314,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.7,1.7,N
-35.93594,149.57048,303,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,277.6,1.9,N
-35.9366,149.57478,301.3,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.3,1.9,N
-35.94189,149.60896,300.6,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,275.2,1.1,N
-35.94255,149.61324,299.5,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.1,0.8,N
-35.7727,148.52652,301.4,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.4,0.7,N
-35.80428,148.71947,304.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.9,0.8,N
-35.81051,148.75786,302.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281,1.1,N
-35.93992,149.57401,300.6,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,274.9,1.2,N
-35.94455,149.60394,297.4,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,277.2,0.9,N
-35.94788,149.60316,301.1,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.4,0.9,N
-35.95055,149.59811,302.5,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.5,0.7,N
-35.81494,148.72127,307.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.2,1,N
-35.82088,148.7153,342.6,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,285.9,4.1,N
-35.81183,148.65968,298,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,274.2,0.9,N
-35.81253,148.66402,309,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.3,0.9,N
-35.82019,148.71098,302.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.3,4.1,N
-35.82491,148.71881,339.4,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,284.3,3,N
-35.81445,148.65454,299.4,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,273.7,0.6,N
-35.81725,148.67174,306.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,277.6,1.4,N
-35.82421,148.71451,296.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.1,1.8,N
-35.82754,148.7137,321,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.3,1.8,N
-35.82824,148.71802,320.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,282.3,3,N
-35.81778,148.65373,302.2,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,277.8,0.6,N
-35.82127,148.67519,296.8,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.1,0.8,N
-35.83086,148.71289,322.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.3,1.7,N
-35.82111,148.65292,299.8,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.5,1.3,N
-35.83157,148.71721,301.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,280.9,0.9,N
-35.83419,148.71208,303,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.7,1.7,N
-35.8349,148.71638,308,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.8,0.9,N
-35.95987,149.50267,295.4,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,263.9,0.6,N
-35.83527,148.67616,311.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.7,1.7,N
-35.83231,148.63672,298.2,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278,0.8,N
-35.8386,148.67537,304.4,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.4,1.1,N
-35.84069,148.68817,310.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.8,1.1,N
-35.86148,148.81648,298.7,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,281.2,0.8,N
-35.83493,148.63158,312.8,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.9,1.1,N
-35.83563,148.63591,302.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.4,0.8,N
-35.84401,148.68738,300.4,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.3,1.1,N
-35.83896,148.63509,298,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.8,0.7,N
-35.84664,148.68228,296,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.9,0.7,N
-35.84229,148.63426,302.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,277.8,0.7,N
-35.85762,148.72861,299.3,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.4,0.5,N
-35.97649,149.47661,296.4,0.38,0.36,2020-01-05,1500,N,nominal,1.0NRT,262.3,1,N
-35.78612,148.27161,297.8,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.9,0.8,N
-35.84422,148.62483,307,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.2,1.1,N
-35.84491,148.62909,307.8,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.1,1.1,N
-35.84562,148.63344,302.9,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,276.9,1,N
-35.88513,148.87761,303,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.4,1,N
-35.88582,148.88185,309.8,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.8,1.3,N
-35.84685,148.61975,329.8,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,282.4,4.4,N
-35.84754,148.62401,299.1,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,279.1,1.1,N
-35.84824,148.6283,313.2,0.39,0.36,2020-01-05,1500,N,nominal,1.0NRT,278.7,1.1,N
